f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
20, 0.80, 3.21285970e-04, 0.033208780091, 1.80753370e-01 
20, 0.81, 2.77631323e-04, 0.034044187534, 1.84084501e-01 
20, 0.82, 2.46555126e-04, 0.034889972710, 1.87198843e-01 
20, 0.83, 2.09312269e-04, 0.035746135618, 1.90050216e-01 
20, 0.84, 1.46764837e-04, 0.036612676258, 1.92511023e-01 
20, 0.85, 1.18624129e-04, 0.037489594630, 1.94583430e-01 
20, 0.86, 1.62575057e-04, 0.038376890735, 1.96031895e-01 
20, 0.87, 1.46627487e-04, 0.039274564571, 1.96682486e-01 
20, 0.88, 1.04186160e-04, 0.040182616140, 1.96354152e-01 
20, 0.89, 6.90109085e-05, 0.041101045441, 1.94532227e-01 
20, 0.90, 7.32988413e-05, 0.042029852475, 1.90908494e-01 
20, 0.91, 1.00588512e-04, 0.042969037240, 1.84638283e-01 
20, 0.92, 6.73039038e-05, 0.043918599738, 1.74519445e-01 
20, 0.93, 4.53103854e-05, 0.044878539968, 1.58739586e-01 
20, 0.94, 1.42527457e-04, 0.045848857930, 1.32787103e-01 
20, 0.95, 4.52954835e-05, 0.046829553624, 9.73198224e-02 
20, 0.96, 3.60954422e-05, 0.047820627051, 4.11400015e-02 
20, 0.97, 4.49419839e-05, 0.048822078210, -3.20086632e-02 
20, 0.98, 9.26711788e-02, 0.049833907101, -4.98345488e-02 
20, 0.99, 7.66745098e-02, 0.050856113724, -5.08568433e-02 
20, 1.00, 8.41101510e-02, 0.051888698080, -5.18893335e-02 
