f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
15, 0.80, 2.99462978e-04, 0.041807367571, 2.30519173e-01 
15, 0.81, 1.98939494e-04, 0.042859083231, 2.35089526e-01 
15, 0.82, 1.94414851e-04, 0.043923863681, 2.39432539e-01 
15, 0.83, 2.03138048e-04, 0.045001708922, 2.43478293e-01 
15, 0.84, 1.91952777e-04, 0.046092618955, 2.47222511e-01 
15, 0.85, 1.70093465e-04, 0.047196593777, 2.50470712e-01 
15, 0.86, 1.44324909e-04, 0.048313633391, 2.53176777e-01 
15, 0.87, 1.28317223e-04, 0.049443737796, 2.55052330e-01 
15, 0.88, 8.30167989e-05, 0.050586906991, 2.55793143e-01 
15, 0.89, 9.38903355e-05, 0.051743140977, 2.55212682e-01 
15, 0.90, 7.71353122e-05, 0.052912439754, 2.52445606e-01 
15, 0.91, 8.20894533e-05, 0.054094803322, 2.46899838e-01 
15, 0.92, 6.78221231e-05, 0.055290231680, 2.37158091e-01 
15, 0.93, 4.44866147e-05, 0.056498724829, 2.21301353e-01 
15, 0.94, 4.34803039e-05, 0.057720282770, 1.95848179e-01 
15, 0.95, 4.65881468e-05, 0.058954905501, 1.55230612e-01 
15, 0.96, 2.80033582e-05, 0.060202593022, 9.07162103e-02 
15, 0.97, 2.39177233e-05, 0.061463345335, -6.63142137e-03 
15, 0.98, 7.63938013e-02, 0.062737162438, -6.27379090e-02 
15, 0.99, 6.95754992e-02, 0.064024044332, -6.40249559e-02 
15, 1.00, 8.42970696e-02, 0.065323991017, -6.53246575e-02 
