f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
100, 0.30, 9.31917421e-03, 0.000117341581, 5.49907733e-04 
100, 0.31, 9.01699437e-03, 0.000125292225, 5.84182763e-04 
100, 0.32, 1.09729970e-02, 0.000133503546, 6.19112482e-04 
100, 0.33, 8.51449450e-03, 0.000141975543, 6.54911228e-04 
100, 0.34, 9.01290874e-03, 0.000150708218, 6.90849079e-04 
100, 0.35, 7.82801496e-03, 0.000159701569, 7.27297909e-04 
100, 0.36, 9.01742633e-03, 0.000168955597, 7.64988209e-04 
100, 0.37, 9.96133259e-03, 0.000178470302, 8.01846083e-04 
100, 0.38, 8.84188578e-03, 0.000188245684, 8.39854563e-04 
100, 0.39, 9.14471385e-03, 0.000198281742, 8.77734199e-04 
100, 0.40, 6.52817009e-03, 0.000208578478, 9.15684575e-04 
100, 0.41, 5.58234173e-03, 0.000219135890, 9.53570781e-04 
100, 0.42, 6.86858164e-03, 0.000229953979, 9.92104393e-04 
100, 0.43, 5.26244614e-03, 0.000241032745, 1.02904454e-03 
100, 0.44, 7.42013565e-03, 0.000252372188, 1.06694375e-03 
100, 0.45, 7.54824033e-03, 0.000263972308, 1.10373505e-03 
100, 0.46, 5.86385698e-03, 0.000275833105, 1.14001605e-03 
100, 0.47, 6.21034239e-03, 0.000287954578, 1.17646383e-03 
100, 0.48, 6.30646909e-03, 0.000300336728, 1.21103204e-03 
100, 0.49, 5.96612990e-03, 0.000312979555, 1.24514157e-03 
100, 0.50, 4.91392213e-03, 0.000325883059, 1.27753216e-03 
100, 0.51, 5.82408950e-03, 0.000339047240, 1.30825035e-03 
100, 0.52, 5.04972342e-03, 0.000352472098, 1.33770770e-03 
100, 0.53, 5.62260830e-03, 0.000366157632, 1.36484853e-03 
100, 0.54, 3.24972244e-03, 0.000380103844, 1.38970323e-03 
100, 0.55, 5.58314809e-03, 0.000394310732, 1.41245845e-03 
100, 0.56, 4.73723649e-03, 0.000408778297, 1.43330962e-03 
100, 0.57, 3.56437008e-03, 0.000423506539, 1.44996336e-03 
100, 0.58, 3.83669707e-03, 0.000438495457, 1.46259772e-03 
100, 0.59, 4.28199858e-03, 0.000453745053, 1.47114068e-03 
100, 0.60, 3.37902757e-03, 0.000469255325, 1.47564339e-03 
100, 0.61, 3.19773190e-03, 0.000485026275, 1.47729889e-03 
100, 0.62, 4.33275068e-03, 0.000501057901, 1.47147773e-03 
100, 0.63, 3.98475645e-03, 0.000517350204, 1.46128025e-03 
100, 0.64, 3.25805316e-03, 0.000533903184, 1.44185974e-03 
100, 0.65, 3.44441306e-03, 0.000550716840, 1.41706606e-03 
100, 0.66, 3.14379467e-03, 0.000567791174, 1.38468583e-03 
100, 0.67, 3.44428680e-03, 0.000585126184, 1.34322937e-03 
100, 0.68, 3.15195366e-03, 0.000602721871, 1.29343680e-03 
100, 0.69, 2.12862363e-03, 0.000620578235, 1.23057867e-03 
100, 0.70, 3.33264784e-03, 0.000638695276, 1.15556850e-03 
100, 0.71, 3.23742432e-03, 0.000657072994, 1.07000063e-03 
100, 0.72, 2.12173023e-03, 0.000675711389, 9.73337653e-04 
100, 0.73, 2.33873835e-03, 0.000694610460, 8.60479861e-04 
100, 0.74, 2.15445856e-03, 0.000713770208, 7.32813704e-04 
100, 0.75, 2.41900527e-03, 0.000733190633, 5.86911472e-04 
100, 0.76, 3.17496344e-03, 0.000752871735, 4.25012748e-04 
100, 0.77, 2.28008264e-03, 0.000772813514, 2.52091498e-04 
100, 0.78, 2.11406506e-03, 0.000793015970, 6.35013997e-05 
100, 0.79, 3.27132928e-03, 0.000813479102, -1.39575004e-04 
100, 0.80, 1.85667435e-03, 0.000834202912, -3.47703229e-04 
