f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
160, 0.30, 8.19660317e-02, 0.000007438419, -7.24340618e-06 
160, 0.31, 8.84864863e-02, 0.000007940070, -7.94829084e-06 
160, 0.32, 8.90259199e-02, 0.000008458170, -8.63305388e-06 
160, 0.33, 9.55346464e-02, 0.000008992717, -9.29933560e-06 
160, 0.34, 9.62770502e-02, 0.000009543711, -9.98726953e-06 
160, 0.35, 8.93525294e-02, 0.000010111153, -1.07045338e-05 
160, 0.36, 7.68274934e-02, 0.000010695043, -1.14487305e-05 
160, 0.37, 7.63930615e-02, 0.000011295380, -1.20162818e-05 
160, 0.38, 7.53522076e-02, 0.000011912165, -1.26439529e-05 
160, 0.39, 8.57310065e-02, 0.000012545398, -1.32061879e-05 
160, 0.40, 7.58926655e-02, 0.000013195078, -1.39191647e-05 
160, 0.41, 9.09816451e-02, 0.000013861205, -1.44778299e-05 
160, 0.42, 8.72896646e-02, 0.000014543781, -1.51790778e-05 
160, 0.43, 9.51465459e-02, 0.000015242804, -1.58089898e-05 
160, 0.44, 9.65557608e-02, 0.000015958274, -1.65498879e-05 
160, 0.45, 7.98256047e-02, 0.000016690192, -1.74152904e-05 
160, 0.46, 9.60334003e-02, 0.000017438558, -1.80613236e-05 
160, 0.47, 9.12174778e-02, 0.000018203371, -1.88128415e-05 
160, 0.48, 7.55083682e-02, 0.000018984632, -1.97162327e-05 
160, 0.49, 8.19685017e-02, 0.000019782340, -2.04720415e-05 
160, 0.50, 8.33285844e-02, 0.000020596496, -2.12639842e-05 
