f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
115, 0.30, 1.81984903e-02, 0.000058828559, 2.25321886e-04 
115, 0.31, 1.29408151e-02, 0.000062813320, 2.38073188e-04 
115, 0.32, 1.43712730e-02, 0.000066928729, 2.50843477e-04 
115, 0.33, 1.45897508e-02, 0.000071174786, 2.63659030e-04 
115, 0.34, 1.45923465e-02, 0.000075551491, 2.76612952e-04 
115, 0.35, 1.19138067e-02, 0.000080058844, 2.89185958e-04 
115, 0.36, 1.45888683e-02, 0.000084696844, 3.01728773e-04 
115, 0.37, 1.42108790e-02, 0.000089465493, 3.13975306e-04 
115, 0.38, 1.20549236e-02, 0.000094364790, 3.26352812e-04 
115, 0.39, 1.31963951e-02, 0.000099394734, 3.38194097e-04 
115, 0.40, 1.35609795e-02, 0.000104555326, 3.49479913e-04 
115, 0.41, 9.44780655e-03, 0.000109846567, 3.60505067e-04 
115, 0.42, 1.03402939e-02, 0.000115268455, 3.71016703e-04 
115, 0.43, 1.30000306e-02, 0.000120820991, 3.80526111e-04 
115, 0.44, 9.69454708e-03, 0.000126504175, 3.90199005e-04 
115, 0.45, 1.14204073e-02, 0.000132318007, 3.98557441e-04 
115, 0.46, 9.83058077e-03, 0.000138262487, 4.06184456e-04 
115, 0.47, 8.76607262e-03, 0.000144337614, 4.13182131e-04 
115, 0.48, 1.10977934e-02, 0.000150543390, 4.18151544e-04 
115, 0.49, 6.75166013e-03, 0.000156879814, 4.22653854e-04 
115, 0.50, 9.17748207e-03, 0.000163346885, 4.25861770e-04 
115, 0.51, 7.94551920e-03, 0.000169944604, 4.27563695e-04 
115, 0.52, 9.08591450e-03, 0.000176672972, 4.27489972e-04 
115, 0.53, 5.57345834e-03, 0.000183531987, 4.25820358e-04 
115, 0.54, 8.52894203e-03, 0.000190521650, 4.22128552e-04 
115, 0.55, 7.50484154e-03, 0.000197641961, 4.16304225e-04 
115, 0.56, 9.01699437e-03, 0.000204892920, 4.07611446e-04 
115, 0.57, 6.71503675e-03, 0.000212274527, 3.98569080e-04 
115, 0.58, 4.75974712e-03, 0.000219786781, 3.84972755e-04 
115, 0.59, 6.25958886e-03, 0.000227429684, 3.69208670e-04 
115, 0.60, 6.33594416e-03, 0.000235203234, 3.51031226e-04 
115, 0.61, 6.89522401e-03, 0.000243107433, 3.28773547e-04 
115, 0.62, 5.75423231e-03, 0.000251142279, 3.03916319e-04 
115, 0.63, 6.64667627e-03, 0.000259307773, 2.74543842e-04 
115, 0.64, 8.92405689e-03, 0.000267603916, 2.40020343e-04 
115, 0.65, 5.26799257e-03, 0.000276030706, 2.05660977e-04 
115, 0.66, 6.36708804e-03, 0.000284588144, 1.65223941e-04 
115, 0.67, 6.54850262e-03, 0.000293276230, 1.20377361e-04 
115, 0.68, 7.11995863e-03, 0.000302094963, 7.14031979e-05 
115, 0.69, 5.90447477e-03, 0.000311044345, 1.92826165e-05 
115, 0.70, 5.27126623e-03, 0.000320124375, -3.54644933e-05 
115, 0.71, 5.52749861e-03, 0.000329335052, -9.45329242e-05 
115, 0.72, 6.02330465e-03, 0.000338676378, -1.54771227e-04 
115, 0.73, 9.63966416e-03, 0.000348148351, -2.15527340e-04 
115, 0.74, 8.73611291e-03, 0.000357750972, -2.72913302e-04 
115, 0.75, 1.45451422e-02, 0.000367484241, -3.25031296e-04 
115, 0.76, 1.96073797e-02, 0.000377348158, -3.65522671e-04 
115, 0.77, 9.01176506e-02, 0.000387342723, -3.87842781e-04 
115, 0.78, 7.17081962e-02, 0.000397467936, -3.98226793e-04 
115, 0.79, 6.91503635e-02, 0.000407723797, -4.08500572e-04 
115, 0.80, 8.46558601e-02, 0.000418110306, -4.18827600e-04 
