f, N, nu 
1.16, 5.00, 0.03 
D, pK, a-1, leakEC, SKR 
50, 0.30, 5.25001500e-01, 0.001543045813, 4.39450972e-02 
50, 0.35, 9.18751875e-01, 0.001966645691, 6.68583093e-02 
50, 0.40, 1.31250135e+01, 0.002455414779, 9.75027778e-02 
50, 0.45, 5.25001500e-01, 0.003009353080, 1.30628624e-01 
50, 0.50, 5.90626562e-01, 0.003628460593, 1.73401149e-01 
50, 0.55, 5.25001500e-01, 0.004312737317, 2.13113257e-01 
50, 0.60, 5.25001500e-01, 0.005062183254, 2.65206083e-01 
50, 0.65, 5.66017164e-01, 0.005876798402, 3.11577432e-01 
50, 0.70, 1.05000200e+00, 0.006756582762, 3.71267561e-01 
50, 0.75, 9.18751875e-01, 0.007701536334, 4.46990664e-01 
50, 0.80, 6.56251625e-01, 0.008711659118, 5.18720001e-01 
50, 0.85, 5.25001500e-01, 0.009786951113, 5.81717113e-01 
50, 0.90, 3.67500450e+00, 0.010927412321, 6.63613150e-01 
50, 0.95, 1.70625262e+00, 0.012133042740, 7.51332857e-01 
50, 1.00, 5.25001500e-01, 0.013403842372, 8.41141455e-01 
