f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
35, 0.80, 2.90402664e-04, 0.016643835082, 8.52316853e-02 
35, 0.81, 3.02147546e-04, 0.017062530628, 8.62686483e-02 
35, 0.82, 2.27446435e-04, 0.017486427360, 8.70548133e-02 
35, 0.83, 3.20376555e-04, 0.017915525279, 8.75997845e-02 
35, 0.84, 2.77303175e-04, 0.018349824385, 8.78334271e-02 
35, 0.85, 1.75028555e-04, 0.018789324679, 8.76827212e-02 
35, 0.86, 2.25200674e-04, 0.019234026159, 8.70055697e-02 
35, 0.87, 2.14037907e-04, 0.019683928825, 8.56643699e-02 
35, 0.88, 1.57928190e-04, 0.020139032679, 8.34790375e-02 
35, 0.89, 1.01404070e-04, 0.020599337720, 8.02075831e-02 
35, 0.90, 1.09347606e-04, 0.021064843948, 7.52939796e-02 
35, 0.91, 1.18577169e-04, 0.021535551362, 6.84705825e-02 
35, 0.92, 1.22679136e-04, 0.022011459963, 5.89191752e-02 
35, 0.93, 1.18639032e-04, 0.022492569752, 4.55940070e-02 
35, 0.94, 7.42201063e-05, 0.022978880727, 2.75584651e-02 
35, 0.95, 8.18529193e-05, 0.023470392889, 3.90226284e-03 
35, 0.96, 2.20866075e-04, 0.023967106238, -2.05460434e-02 
35, 0.97, 9.24804275e-02, 0.024469020774, -2.44696868e-02 
35, 0.98, 7.64379170e-02, 0.024976136497, -2.49768906e-02 
35, 0.99, 8.55950953e-02, 0.025488453407, -2.54891167e-02 
35, 1.00, 9.20242630e-02, 0.026005971503, -2.60065362e-02 
