f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
80, 0.60, 2.12839889e-03, 0.001178660145, 5.35445229e-03 
80, 0.61, 2.16280196e-03, 0.001218274978, 5.46825452e-03 
80, 0.62, 2.06767441e-03, 0.001258544603, 5.57366864e-03 
80, 0.63, 2.09421889e-03, 0.001299469017, 5.67470558e-03 
80, 0.64, 2.11861033e-03, 0.001341048223, 5.76634079e-03 
80, 0.65, 1.31496566e-03, 0.001383282219, 5.84668199e-03 
80, 0.66, 1.99607803e-03, 0.001426171005, 5.92076478e-03 
80, 0.67, 1.73053279e-03, 0.001469714583, 5.97935972e-03 
80, 0.68, 1.80586103e-03, 0.001513912951, 6.02698186e-03 
80, 0.69, 1.36970313e-03, 0.001558766109, 6.06065650e-03 
80, 0.70, 1.36087214e-03, 0.001604274058, 6.06497844e-03 
80, 0.71, 1.75472112e-03, 0.001650436798, 6.05821388e-03 
80, 0.72, 1.24824385e-03, 0.001697254329, 6.02415456e-03 
80, 0.73, 1.58948766e-03, 0.001744726650, 5.95923986e-03 
80, 0.74, 1.31557667e-03, 0.001792853762, 5.86702907e-03 
80, 0.75, 1.24219675e-03, 0.001841635664, 5.74309099e-03 
80, 0.76, 1.29190836e-03, 0.001891072357, 5.57897133e-03 
80, 0.77, 8.94268087e-04, 0.001941163841, 5.36532642e-03 
80, 0.78, 8.13061876e-04, 0.001991910115, 5.11080197e-03 
80, 0.79, 1.01036574e-03, 0.002043311180, 4.78210044e-03 
80, 0.80, 9.50010108e-04, 0.002095367035, 4.40420762e-03 
80, 0.81, 8.13061876e-04, 0.002148077682, 3.94001070e-03 
80, 0.82, 1.10584249e-03, 0.002201443118, 3.39549105e-03 
80, 0.83, 6.94926183e-04, 0.002255463346, 2.76750719e-03 
80, 0.84, 7.46126774e-04, 0.002310138364, 2.04094881e-03 
80, 0.85, 6.21016155e-04, 0.002365468173, 1.22575141e-03 
80, 0.86, 8.32093673e-04, 0.002421452772, 3.11518688e-04 
80, 0.87, 1.31556175e-03, 0.002478092162, -6.71442008e-04 
80, 0.88, 8.63068101e-04, 0.002535386343, -1.61818558e-03 
80, 0.89, 2.35449681e-03, 0.002593335314, -2.38634478e-03 
80, 0.90, 3.81966011e-02, 0.002651939076, -2.65336132e-03 
80, 0.91, 7.64629445e-02, 0.002711197629, -2.71202007e-03 
80, 0.92, 9.57065229e-02, 0.002771110972, -2.77166903e-03 
80, 0.93, 8.64613180e-02, 0.002831679106, -2.83230328e-03 
80, 0.94, 7.58453781e-02, 0.002892902030, -2.89371432e-03 
80, 0.95, 8.09694106e-02, 0.002954779745, -2.95549505e-03 
80, 0.96, 7.63932023e-02, 0.003017312251, -3.01806656e-03 
80, 0.97, 4.88019627e-02, 0.003080499547, -3.08170593e-03 
80, 0.98, 9.09810219e-02, 0.003144341634, -3.14497698e-03 
80, 0.99, 8.54086987e-02, 0.003208838512, -3.20948747e-03 
80, 1.00, 8.73676699e-02, 0.003273990180, -3.27458550e-03 
