f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
12, 0.85, 4.17806866e-04, 0.005941694468, 1.73068068e-02 
12, 0.86, 2.45644979e-04, 0.006082321423, 1.58077495e-02 
12, 0.87, 2.55843285e-04, 0.006224593138, 1.40002818e-02 
12, 0.88, 1.99198902e-04, 0.006368509613, 1.16670532e-02 
12, 0.89, 1.91952777e-04, 0.006514070848, 8.88044886e-03 
12, 0.90, 2.09818686e-04, 0.006661276843, 5.51811056e-03 
12, 0.91, 2.42017555e-04, 0.006810127597, 1.59571529e-03 
12, 0.92, 2.12312126e-04, 0.006960623111, -2.74638826e-03 
12, 0.93, 5.49636540e-04, 0.007112763384, -6.39605624e-03 
12, 0.94, 5.95609440e-02, 0.007266548417, -7.26759351e-03 
12, 0.95, 7.64636969e-02, 0.007421978210, -7.42275253e-03 
12, 0.96, 7.64099770e-02, 0.007579052763, -7.57988703e-03 
12, 0.97, 6.04878371e-02, 0.007737772076, -7.73873167e-03 
12, 0.98, 8.67462739e-02, 0.007898136148, -7.89882555e-03 
12, 0.99, 3.94360155e-02, 0.008060144980, -8.06170105e-03 
12, 1.00, 4.99511436e-02, 0.008223798571, -8.22489768e-03 
