f, N, nu 
1.16, 11.00, 0.03 
D, pK, a-1, leakEC, SKR 
20, 0.30, 4.17565338e-04, 0.004669979867, 1.14333265e+00 
20, 0.35, 3.21434875e-04, 0.006356361352, 1.17732528e+00 
20, 0.40, 3.93532722e-04, 0.008302186143, 1.19036423e+00 
20, 0.45, 3.93532722e-04, 0.010507454239, 1.18505261e+00 
20, 0.50, 1.29173950e-04, 0.012972165640, 1.16338547e+00 
20, 0.55, 1.29173950e-04, 0.015696320347, 1.12704609e+00 
20, 0.60, 1.29173950e-04, 0.018679918359, 1.07722579e+00 
20, 0.65, 3.21434875e-04, 0.021922959676, 1.01508081e+00 
20, 0.70, 2.19296259e-04, 0.025425444299, 9.41478879e-01 
20, 0.75, 1.53206566e-04, 0.029187372227, 8.57202016e-01 
20, 0.80, 1.53206566e-04, 0.033208743461, 7.62636949e-01 
20, 0.85, 3.30434875e-05, 0.037489558000, 6.58034400e-01 
20, 0.90, 5.70761032e-05, 0.042029815845, 5.41992936e-01 
20, 0.95, 2.85373721e-05, 0.046829516994, 4.00818819e-01 
20, 1.00, 1.57500250e+00, 0.051888661450, -5.18886889e-02 
