f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
150, 0.30, 7.26565981e-02, 0.000011767458, 2.16128674e-07 
150, 0.31, 8.54059292e-02, 0.000012562523, -7.12270925e-07 
150, 0.32, 6.47582372e-02, 0.000013383655, -1.67300250e-06 
150, 0.33, 5.74229444e-02, 0.000014230854, -2.75764833e-06 
150, 0.34, 7.63932023e-02, 0.000015104122, -4.03923838e-06 
150, 0.35, 7.37621958e-02, 0.000016003457, -5.41144611e-06 
150, 0.36, 6.51783154e-02, 0.000016928860, -6.89806765e-06 
150, 0.37, 7.63733170e-02, 0.000017880330, -8.56726998e-06 
150, 0.38, 7.63932023e-02, 0.000018857868, -1.03222367e-05 
150, 0.39, 7.17915286e-02, 0.000019861474, -1.21517065e-05 
150, 0.40, 9.06254483e-02, 0.000020891148, -1.42002102e-05 
150, 0.41, 6.90735628e-02, 0.000021946889, -1.62911456e-05 
150, 0.42, 8.37664359e-02, 0.000023028698, -1.83260474e-05 
150, 0.43, 8.94105073e-02, 0.000024136575, -2.04932638e-05 
150, 0.44, 7.45652657e-02, 0.000025270519, -2.27321076e-05 
150, 0.45, 9.09830056e-02, 0.000026430531, -2.48075908e-05 
150, 0.46, 8.28271039e-02, 0.000027616610, -2.68993075e-05 
150, 0.47, 7.63931862e-02, 0.000028828758, -2.88951750e-05 
150, 0.48, 8.95174784e-02, 0.000030066973, -3.05451717e-05 
150, 0.49, 8.63723657e-02, 0.000031331256, -3.19793784e-05 
150, 0.50, 7.60999473e-02, 0.000032621606, -3.32981750e-05 
150, 0.51, 9.31959107e-02, 0.000033938024, -3.45177215e-05 
150, 0.52, 8.44878483e-02, 0.000035280510, -3.59161698e-05 
150, 0.53, 8.54111511e-02, 0.000036649063, -3.72894272e-05 
150, 0.54, 7.48948447e-02, 0.000038043684, -3.87738868e-05 
150, 0.55, 8.41457656e-02, 0.000039464373, -4.01607010e-05 
150, 0.56, 9.16674294e-02, 0.000040911130, -4.15126627e-05 
150, 0.57, 9.05315637e-02, 0.000042383954, -4.30167208e-05 
150, 0.58, 7.20991991e-02, 0.000043882846, -4.47139949e-05 
150, 0.59, 8.23178364e-02, 0.000045407805, -4.61070169e-05 
150, 0.60, 9.09830056e-02, 0.000046958833, -4.76002386e-05 
150, 0.61, 7.54474236e-02, 0.000048535927, -4.92888215e-05 
150, 0.62, 8.14631066e-02, 0.000050139090, -5.08725441e-05 
150, 0.63, 8.90035057e-02, 0.000051768320, -5.24323354e-05 
150, 0.64, 7.80655724e-02, 0.000053423618, -5.41581419e-05 
150, 0.65, 8.98362403e-02, 0.000055104984, -5.57246693e-05 
150, 0.66, 6.95656856e-02, 0.000056812417, -5.76339112e-05 
150, 0.67, 7.63932023e-02, 0.000058545918, -5.93026198e-05 
150, 0.68, 8.06448149e-02, 0.000060305487, -6.10442330e-05 
150, 0.69, 8.12409200e-02, 0.000062091124, -6.28112606e-05 
150, 0.70, 7.53713287e-02, 0.000063902828, -6.47164667e-05 
150, 0.71, 8.67339545e-02, 0.000065740599, -6.64459300e-05 
150, 0.72, 9.67476526e-02, 0.000067604439, -6.82186251e-05 
150, 0.73, 9.09829549e-02, 0.000069494346, -7.01573556e-05 
150, 0.74, 7.06867802e-02, 0.000071410321, -7.22777755e-05 
150, 0.75, 8.28067128e-02, 0.000073352363, -7.40707646e-05 
150, 0.76, 7.63932023e-02, 0.000075320474, -7.60376549e-05 
150, 0.77, 7.65222932e-02, 0.000077314651, -7.80965867e-05 
150, 0.78, 7.64430059e-02, 0.000079334897, -8.01501822e-05 
150, 0.79, 8.62054805e-02, 0.000081381210, -8.21116594e-05 
150, 0.80, 6.25013720e-02, 0.000083453591, -8.44299833e-05 
