f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR, dual 
20, 0.85, -9.99999900e-01, 0.000941695111, -9.41729111e-04, 1.00000000e-09 
20, 0.86, -9.99999900e-01, 0.000963982982, -9.64016982e-04, 1.00000000e-09 
20, 0.87, -9.99999900e-01, 0.000986531529, -9.86565529e-04, 1.00000000e-09 
20, 0.88, -9.99999900e-01, 0.001009340753, -1.00937475e-03, 1.00000000e-09 
20, 0.89, -9.99999900e-01, 0.001032410654, -1.03244465e-03, 1.00000000e-09 
20, 0.90, -9.99999900e-01, 0.001055741232, -1.05577523e-03, 1.00000000e-09 
20, 0.91, -9.99999900e-01, 0.001079332487, -1.07936649e-03, 1.00000000e-09 
20, 0.92, -9.99999900e-01, 0.001103184418, -1.10321842e-03, 1.00000000e-09 
20, 0.93, -9.99999900e-01, 0.001127297027, -1.12733103e-03, 1.00000000e-09 
20, 0.94, -9.99999900e-01, 0.001151670312, -1.15170431e-03, 1.00000000e-09 
20, 0.95, -9.99999900e-01, 0.001176304274, -1.17633827e-03, 1.00000000e-09 
20, 0.96, -9.99999900e-01, 0.001201198913, -1.20123291e-03, 1.00000000e-09 
20, 0.97, -9.99999900e-01, 0.001226354229, -1.22638823e-03, 1.00000000e-09 
20, 0.98, -9.99999900e-01, 0.001251770221, -1.25180422e-03, 1.00000000e-09 
20, 0.99, -9.99999900e-01, 0.001277446891, -1.27748089e-03, 1.00000000e-09 
20, 1.00, -9.99999900e-01, 0.001303384237, -1.30341824e-03, 1.00000000e-09 
