f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
125, 0.30, 1.85483386e-02, 0.000037131966, 1.11310884e-04 
125, 0.31, 2.45834076e-02, 0.000039646180, 1.16367861e-04 
125, 0.32, 2.37438630e-02, 0.000042242828, 1.21743621e-04 
125, 0.33, 2.40133803e-02, 0.000044921908, 1.26888907e-04 
125, 0.34, 1.42555036e-02, 0.000047683423, 1.31921574e-04 
125, 0.35, 2.09107623e-02, 0.000050527370, 1.36597971e-04 
125, 0.36, 1.45903605e-02, 0.000053453751, 1.41041069e-04 
125, 0.37, 1.45898034e-02, 0.000056462564, 1.45303925e-04 
125, 0.38, 1.67333427e-02, 0.000059553812, 1.49041457e-04 
125, 0.39, 1.45798106e-02, 0.000062727492, 1.52181280e-04 
125, 0.40, 1.60214251e-02, 0.000065983606, 1.55345192e-04 
125, 0.41, 1.69283095e-02, 0.000069322153, 1.57783792e-04 
125, 0.42, 1.47289163e-02, 0.000072743133, 1.59965344e-04 
125, 0.43, 1.53555768e-02, 0.000076246546, 1.60967466e-04 
125, 0.44, 1.45898034e-02, 0.000079832393, 1.61572395e-04 
125, 0.45, 1.57190269e-02, 0.000083500673, 1.61368074e-04 
125, 0.46, 1.26374604e-02, 0.000087251386, 1.60844689e-04 
125, 0.47, 1.44546398e-02, 0.000091084532, 1.59026270e-04 
125, 0.48, 1.30101260e-02, 0.000095000112, 1.56582392e-04 
125, 0.49, 1.45898185e-02, 0.000098998125, 1.52558652e-04 
125, 0.50, 1.15338527e-02, 0.000103078571, 1.48249123e-04 
125, 0.51, 1.04204987e-02, 0.000107241451, 1.42503436e-04 
125, 0.52, 9.21643349e-03, 0.000111486764, 1.35485661e-04 
125, 0.53, 1.45898034e-02, 0.000115814510, 1.26971484e-04 
125, 0.54, 9.03177634e-03, 0.000120224689, 1.17453771e-04 
125, 0.55, 9.00624429e-03, 0.000124717301, 1.06471869e-04 
125, 0.56, 1.29397528e-02, 0.000129292347, 9.38461960e-05 
125, 0.57, 8.21644532e-03, 0.000133949826, 7.99142748e-05 
125, 0.58, 9.83005625e-03, 0.000138689738, 6.43173293e-05 
125, 0.59, 1.17798550e-02, 0.000143512084, 4.69869138e-05 
125, 0.60, 8.98900605e-03, 0.000148416863, 2.84922134e-05 
125, 0.61, 1.26395627e-02, 0.000153404075, 8.22210067e-06 
125, 0.62, 1.08050839e-02, 0.000158473720, -1.34316322e-05 
125, 0.63, 8.99997112e-03, 0.000163625799, -3.67275371e-05 
125, 0.64, 1.19618626e-02, 0.000168860311, -6.06389193e-05 
125, 0.65, 1.26719104e-02, 0.000174177256, -8.57921094e-05 
125, 0.66, 1.21647008e-02, 0.000179576634, -1.10872535e-04 
125, 0.67, 1.88173174e-02, 0.000185058446, -1.36124323e-04 
125, 0.68, 2.70252059e-02, 0.000190622690, -1.60036334e-04 
125, 0.69, 2.36067977e-02, 0.000196269369, -1.80743075e-04 
125, 0.70, 4.86118657e-02, 0.000201998480, -1.97657749e-04 
125, 0.71, 9.40759885e-02, 0.000207810025, -2.08254909e-04 
125, 0.72, 7.77514797e-02, 0.000213704002, -2.14396915e-04 
125, 0.73, 8.19363628e-02, 0.000219680414, -2.20389881e-04 
125, 0.74, 9.03174555e-02, 0.000225739258, -2.26367353e-04 
125, 0.75, 8.53676240e-02, 0.000231880536, -2.32525484e-04 
125, 0.76, 8.75559043e-02, 0.000238104247, -2.38794946e-04 
125, 0.77, 7.61238650e-02, 0.000244410391, -2.45151210e-04 
125, 0.78, 7.73279495e-02, 0.000250798968, -2.51601076e-04 
125, 0.79, 9.22989458e-02, 0.000257269979, -2.57861229e-04 
125, 0.80, 8.36850551e-02, 0.000263823423, -2.64509557e-04 
