f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
110, 0.30, 1.47379570e-02, 0.000074051187, 3.08410661e-04 
110, 0.31, 1.42038983e-02, 0.000079067704, 3.26547712e-04 
110, 0.32, 1.46521871e-02, 0.000084248697, 3.44914836e-04 
110, 0.33, 1.45897731e-02, 0.000089594166, 3.63445664e-04 
110, 0.34, 1.25767577e-02, 0.000095104111, 3.82389019e-04 
110, 0.35, 1.16902875e-02, 0.000100778532, 4.01468071e-04 
110, 0.36, 1.22809817e-02, 0.000106617429, 4.19801449e-04 
110, 0.37, 8.85592690e-03, 0.000112620802, 4.38287217e-04 
110, 0.38, 1.15374650e-02, 0.000118788651, 4.56943648e-04 
110, 0.39, 1.05097488e-02, 0.000125120976, 4.75187552e-04 
110, 0.40, 1.04858359e-02, 0.000131617777, 4.93320564e-04 
110, 0.41, 7.55857821e-03, 0.000138279054, 5.10781655e-04 
110, 0.42, 8.64395785e-03, 0.000145104807, 5.28350498e-04 
110, 0.43, 7.70143263e-03, 0.000152095036, 5.45005360e-04 
110, 0.44, 8.64500842e-03, 0.000159249740, 5.61227257e-04 
110, 0.45, 8.95132426e-03, 0.000166568921, 5.76315451e-04 
110, 0.46, 9.08740140e-03, 0.000174052578, 5.90987732e-04 
110, 0.47, 9.01700941e-03, 0.000181700710, 6.04549871e-04 
110, 0.48, 8.18521377e-03, 0.000189513319, 6.17128565e-04 
110, 0.49, 9.01699437e-03, 0.000197490404, 6.28288654e-04 
110, 0.50, 8.68224583e-03, 0.000205631964, 6.38190110e-04 
110, 0.51, 6.07530887e-03, 0.000213938001, 6.47379653e-04 
110, 0.52, 7.37366845e-03, 0.000222408513, 6.53585262e-04 
110, 0.53, 5.44362745e-03, 0.000231043502, 6.58889272e-04 
110, 0.54, 5.61406244e-03, 0.000239842966, 6.61779399e-04 
110, 0.55, 6.88825717e-03, 0.000248806907, 6.61277761e-04 
110, 0.56, 5.04891646e-03, 0.000257935323, 6.59661484e-04 
110, 0.57, 6.38587088e-03, 0.000267228216, 6.54515547e-04 
110, 0.58, 4.87529395e-03, 0.000276685584, 6.47584135e-04 
110, 0.59, 5.62195203e-03, 0.000286307428, 6.36411836e-04 
110, 0.60, 5.42778179e-03, 0.000296093749, 6.21304124e-04 
110, 0.61, 5.80927062e-03, 0.000306044545, 6.02809374e-04 
110, 0.62, 4.92598466e-03, 0.000316159817, 5.80576704e-04 
110, 0.63, 4.25727146e-03, 0.000326439565, 5.53542960e-04 
110, 0.64, 5.57690957e-03, 0.000336883789, 5.21776871e-04 
110, 0.65, 4.38638795e-03, 0.000347492490, 4.84754452e-04 
110, 0.66, 4.89034838e-03, 0.000358265666, 4.41515651e-04 
110, 0.67, 5.15110075e-03, 0.000369203318, 3.93381584e-04 
110, 0.68, 4.35231908e-03, 0.000380305446, 3.39145176e-04 
110, 0.69, 4.76919403e-03, 0.000391572050, 2.78582175e-04 
110, 0.70, 4.43014424e-03, 0.000403003130, 2.11588555e-04 
110, 0.71, 4.86657547e-03, 0.000414598686, 1.37490922e-04 
110, 0.72, 3.44069583e-03, 0.000426358718, 5.86564838e-05 
110, 0.73, 5.57280900e-03, 0.000438283226, -2.71462560e-05 
110, 0.74, 4.31109624e-03, 0.000450372210, -1.15261556e-04 
110, 0.75, 5.57282398e-03, 0.000462625670, -2.08060922e-04 
110, 0.76, 6.05291487e-03, 0.000475043605, -2.98815810e-04 
110, 0.77, 6.99715113e-03, 0.000487626017, -3.84613461e-04 
110, 0.78, 1.09885446e-02, 0.000500372905, -4.57741145e-04 
110, 0.79, 2.65771929e-02, 0.000513284269, -5.08236294e-04 
110, 0.80, 6.18040767e-02, 0.000526360109, -5.27326362e-04 
