f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR, dual 
14, 0.85, -9.99999900e-01, 0.003748955763, -3.74898976e-03, 1.00000000e-09 
14, 0.86, -9.99999900e-01, 0.003837685373, -3.83771937e-03, 1.00000000e-09 
14, 0.87, -9.99999900e-01, 0.003927452757, -3.92748676e-03, 1.00000000e-09 
14, 0.88, -9.99999900e-01, 0.004018257914, -4.01829191e-03, 1.00000000e-09 
14, 0.89, -9.99999900e-01, 0.004110100844, -4.11013484e-03, 1.00000000e-09 
14, 0.90, -9.99999900e-01, 0.004202981547, -4.20301555e-03, 1.00000000e-09 
14, 0.91, -9.99999900e-01, 0.004296900024, -4.29693402e-03, 1.00000000e-09 
14, 0.92, -9.99999900e-01, 0.004391856274, -4.39189027e-03, 1.00000000e-09 
14, 0.93, -9.99999900e-01, 0.004487850297, -4.48788430e-03, 1.00000000e-09 
14, 0.94, -9.99999900e-01, 0.004584882093, -4.58491609e-03, 1.00000000e-09 
14, 0.95, -9.99999900e-01, 0.004682951662, -4.68298566e-03, 1.00000000e-09 
14, 0.96, -9.99999900e-01, 0.004782059005, -4.78209301e-03, 1.00000000e-09 
14, 0.97, -9.99999900e-01, 0.004882204121, -4.88223812e-03, 1.00000000e-09 
14, 0.98, -9.99999900e-01, 0.004983387010, -4.98342101e-03, 1.00000000e-09 
14, 0.99, -9.99999900e-01, 0.005085607672, -5.08564167e-03, 1.00000000e-09 
14, 1.00, -9.99999900e-01, 0.005188866108, -5.18890011e-03, 1.00000000e-09 
