f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
65, 0.60, 2.26402570e-03, 0.002351699345, 1.20285143e-02 
65, 0.61, 2.09360753e-03, 0.002430741329, 1.23581447e-02 
65, 0.62, 1.32481120e-03, 0.002511089792, 1.26838190e-02 
65, 0.63, 1.51901850e-03, 0.002592744735, 1.30040686e-02 
65, 0.64, 1.35845685e-03, 0.002675706157, 1.33145178e-02 
65, 0.65, 1.22073057e-03, 0.002759974057, 1.36192635e-02 
65, 0.66, 1.27990134e-03, 0.002845548437, 1.39116948e-02 
65, 0.67, 1.14105521e-03, 0.002932429296, 1.41918128e-02 
65, 0.68, 1.30779099e-03, 0.003020616634, 1.44580573e-02 
65, 0.69, 1.62890908e-03, 0.003110110451, 1.47051962e-02 
65, 0.70, 9.56824736e-04, 0.003200910747, 1.49356896e-02 
65, 0.71, 1.31556175e-03, 0.003293017522, 1.51440244e-02 
65, 0.72, 1.05010918e-03, 0.003386430776, 1.53232866e-02 
65, 0.73, 7.68789937e-04, 0.003481150510, 1.54652005e-02 
65, 0.74, 1.12006186e-03, 0.003577176722, 1.55741466e-02 
65, 0.75, 7.65171052e-04, 0.003674509413, 1.56364941e-02 
65, 0.76, 9.05763097e-04, 0.003773148584, 1.56480688e-02 
65, 0.77, 8.38858893e-04, 0.003873094234, 1.56010718e-02 
65, 0.78, 7.04622169e-04, 0.003974346362, 1.54851961e-02 
65, 0.79, 5.02560399e-04, 0.004076904970, 1.52743783e-02 
65, 0.80, 6.11703055e-04, 0.004180770057, 1.49777134e-02 
65, 0.81, 4.29165600e-04, 0.004285941623, 1.45574415e-02 
65, 0.82, 4.73384595e-04, 0.004392419668, 1.39997568e-02 
65, 0.83, 6.02089948e-04, 0.004500204192, 1.32917947e-02 
