f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR, dual 
8, 0.85, -9.99999900e-01, 0.014924861713, -1.49248957e-02, 1.00000000e-09 
8, 0.86, -9.99999900e-01, 0.015278100655, -1.52781347e-02, 1.00000000e-09 
8, 0.87, -9.99999900e-01, 0.015635471046, -1.56355050e-02, 1.00000000e-09 
8, 0.88, -9.99999900e-01, 0.015996972887, -1.59970069e-02, 1.00000000e-09 
8, 0.89, -9.99999900e-01, 0.016362606177, -1.63626402e-02, 1.00000000e-09 
8, 0.90, -9.99999900e-01, 0.016732370917, -1.67324049e-02, 1.00000000e-09 
8, 0.91, -9.99999900e-01, 0.017106267107, -1.71063011e-02, 1.00000000e-09 
8, 0.92, -9.99999900e-01, 0.017484294746, -1.74843287e-02, 1.00000000e-09 
8, 0.93, -9.99999900e-01, 0.017866453835, -1.78664878e-02, 1.00000000e-09 
8, 0.94, -9.99999900e-01, 0.018252744374, -1.82527784e-02, 1.00000000e-09 
8, 0.95, -9.99999900e-01, 0.018643166362, -1.86432004e-02, 1.00000000e-09 
8, 0.96, -9.99999900e-01, 0.019037719799, -1.90377538e-02, 1.00000000e-09 
8, 0.97, -9.99999900e-01, 0.019436404687, -1.94364387e-02, 1.00000000e-09 
8, 0.98, -9.99999900e-01, 0.019839221024, -1.98392550e-02, 1.00000000e-09 
8, 0.99, -9.99999900e-01, 0.020246168810, -2.02462028e-02, 1.00000000e-09 
8, 1.00, -9.99999900e-01, 0.020657248046, -2.06572820e-02, 1.00000000e-09 
