f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
155, 0.30, 9.06546074e-02, 0.000009354834, -5.16850332e-06 
155, 0.31, 7.63932023e-02, 0.000009986376, -6.06667032e-06 
155, 0.32, 8.01202313e-02, 0.000010638625, -7.08418584e-06 
155, 0.33, 8.81298224e-02, 0.000011311579, -8.13148686e-06 
155, 0.34, 9.09820411e-02, 0.000012005240, -9.22855867e-06 
155, 0.35, 6.39969803e-02, 0.000012719608, -1.05589139e-05 
155, 0.36, 7.63931862e-02, 0.000013454681, -1.17088495e-05 
155, 0.37, 9.50900420e-02, 0.000014210461, -1.28554236e-05 
155, 0.38, 8.83251342e-02, 0.000014986947, -1.41627268e-05 
155, 0.39, 8.85088199e-02, 0.000015784140, -1.54297518e-05 
155, 0.40, 8.30708892e-02, 0.000016602038, -1.66784351e-05 
155, 0.41, 7.49986563e-02, 0.000017440643, -1.79508834e-05 
155, 0.42, 8.92058428e-02, 0.000018299955, -1.88599225e-05 
155, 0.43, 9.12860951e-02, 0.000019179973, -1.98211852e-05 
155, 0.44, 9.70583145e-02, 0.000020080696, -2.06634969e-05 
155, 0.45, 8.54286586e-02, 0.000021002127, -2.16598808e-05 
155, 0.46, 8.45186238e-02, 0.000021944263, -2.25858250e-05 
155, 0.47, 9.42422348e-02, 0.000022907106, -2.34775954e-05 
155, 0.48, 9.14121778e-02, 0.000023890655, -2.45141466e-05 
155, 0.49, 8.16897365e-02, 0.000024894911, -2.55623247e-05 
155, 0.50, 9.22985674e-02, 0.000025919873, -2.65342191e-05 
155, 0.51, 8.54179995e-02, 0.000026965541, -2.76029604e-05 
155, 0.52, 9.44271910e-02, 0.000028031915, -2.86318983e-05 
155, 0.53, 8.32730211e-02, 0.000029118996, -2.98137887e-05 
155, 0.54, 7.64595413e-02, 0.000030226782, -3.09428525e-05 
155, 0.55, 9.61931500e-02, 0.000031355276, -3.19277827e-05 
155, 0.56, 8.80946566e-02, 0.000032504475, -3.31112645e-05 
155, 0.57, 8.52329610e-02, 0.000033674381, -3.43852876e-05 
155, 0.58, 9.18373339e-02, 0.000034864993, -3.54920080e-05 
155, 0.59, 7.63930615e-02, 0.000036076312, -3.68363772e-05 
155, 0.60, 9.24647729e-02, 0.000037308336, -3.79541602e-05 
155, 0.61, 9.09481897e-02, 0.000038561067, -3.91655054e-05 
155, 0.62, 7.60744069e-02, 0.000039834505, -4.06369999e-05 
155, 0.63, 7.63932023e-02, 0.000041128648, -4.18785673e-05 
155, 0.64, 9.09570223e-02, 0.000042443498, -4.31137236e-05 
155, 0.65, 8.30476622e-02, 0.000043779055, -4.44828228e-05 
155, 0.66, 8.54451361e-02, 0.000045135317, -4.57661760e-05 
155, 0.67, 7.03371868e-02, 0.000046512286, -4.73349318e-05 
155, 0.68, 9.11654241e-02, 0.000047909961, -4.85002469e-05 
155, 0.69, 8.55955996e-02, 0.000049328342, -5.00590095e-05 
155, 0.70, 7.65785726e-02, 0.000050767430, -5.15486766e-05 
155, 0.71, 8.32119423e-02, 0.000052227224, -5.29862133e-05 
155, 0.72, 8.72653276e-02, 0.000053707724, -5.44247616e-05 
155, 0.73, 9.09830219e-02, 0.000055208931, -5.59034806e-05 
155, 0.74, 9.46581696e-02, 0.000056730844, -5.74013188e-05 
155, 0.75, 8.98026438e-02, 0.000058273463, -5.89389384e-05 
155, 0.76, 8.51194046e-02, 0.000059836789, -6.05822763e-05 
155, 0.77, 9.43816389e-02, 0.000061420820, -6.20536544e-05 
155, 0.78, 7.01336817e-02, 0.000063025559, -6.38846884e-05 
155, 0.79, 7.72838381e-02, 0.000064651003, -6.54196019e-05 
155, 0.80, 7.31304087e-02, 0.000066297154, -6.71102030e-05 
