f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR 
70, 0.60, 2.12862363e-03, 0.001868028799, 9.26334742e-03 
70, 0.61, 2.12374608e-03, 0.001930814079, 9.50006205e-03 
70, 0.62, 1.31556175e-03, 0.001994637132, 9.73239308e-03 
70, 0.63, 1.63487193e-03, 0.002059497958, 9.96152384e-03 
70, 0.64, 1.84885477e-03, 0.002125396558, 1.01794053e-02 
70, 0.65, 1.49037390e-03, 0.002192332931, 1.03903010e-02 
70, 0.66, 1.28971178e-03, 0.002260307077, 1.05960539e-02 
70, 0.67, 3.46573059e-03, 0.002329318996, 1.07297431e-02 
70, 0.68, 1.31545687e-03, 0.002399368688, 1.09458040e-02 
70, 0.69, 1.30839502e-03, 0.002470456154, 1.10999717e-02 
70, 0.70, 1.38047329e-03, 0.002542581393, 1.12361801e-02 
70, 0.71, 1.26208203e-03, 0.002615744405, 1.13483261e-02 
70, 0.72, 1.35259277e-03, 0.002689945190, 1.14322343e-02 
70, 0.73, 1.31554683e-03, 0.002765183749, 1.14891418e-02 
70, 0.74, 9.41825722e-04, 0.002841460081, 1.15042002e-02 
70, 0.75, 7.52535239e-04, 0.002918774186, 1.14855770e-02 
70, 0.76, 9.43564684e-04, 0.002997126064, 1.14051576e-02 
70, 0.77, 7.89356691e-04, 0.003076515715, 1.12809626e-02 
70, 0.78, 8.81906621e-04, 0.003156943140, 1.10850449e-02 
70, 0.79, 8.82486189e-04, 0.003238408338, 1.08098359e-02 
70, 0.80, 7.05473432e-04, 0.003320911309, 1.04544633e-02 
70, 0.81, 6.04853621e-04, 0.003404452053, 1.00077601e-02 
70, 0.82, 5.59588142e-04, 0.003489030571, 9.42003642e-03 
70, 0.83, 3.46140141e-03, 0.003574646862, 8.18810450e-03 
70, 0.84, 5.13355121e-04, 0.003661300926, 7.83215913e-03 
70, 0.85, 5.57519725e-04, 0.003748992763, 6.76211778e-03 
70, 0.86, 5.97237020e-04, 0.003837722373, 5.48321632e-03 
70, 0.87, 5.02499874e-04, 0.003927489757, 3.97874396e-03 
70, 0.88, 5.02514783e-04, 0.004018294914, 2.25005589e-03 
70, 0.89, 5.20042746e-04, 0.004110137844, 2.73088114e-04 
70, 0.90, 8.03433003e-04, 0.004203018547, -1.79110942e-03 
70, 0.91, 8.47688724e-04, 0.004296937024, -3.61587249e-03 
70, 0.92, 8.54101966e-02, 0.004391893274, -4.39261060e-03 
70, 0.93, 7.92221274e-02, 0.004487887297, -4.48861266e-03 
70, 0.94, 8.75388203e-02, 0.004584919093, -4.58553791e-03 
70, 0.95, 9.14993602e-02, 0.004682988662, -4.68362283e-03 
70, 0.96, 8.52328763e-02, 0.004782096005, -4.78282475e-03 
70, 0.97, 7.58847078e-02, 0.004882241121, -4.88300976e-03 
70, 0.98, 6.18033657e-02, 0.004983424010, -4.98430804e-03 
70, 0.99, 8.02337669e-02, 0.005085644672, -5.08636735e-03 
70, 1.00, 8.55970062e-02, 0.005188903108, -5.18953144e-03 
