f, N, nu 
1.16, 9.00, 0.03 
D, pK, a-1, leakEC, SKR, dual 
24, 0.85, -9.99999900e-01, 0.000374895576, -3.74929576e-04, 1.00000000e-09 
24, 0.86, -9.99999900e-01, 0.000383768537, -3.83802537e-04, 1.00000000e-09 
24, 0.87, -9.99999900e-01, 0.000392745276, -3.92779276e-04, 1.00000000e-09 
24, 0.88, -9.99999900e-01, 0.000401825791, -4.01859791e-04, 1.00000000e-09 
24, 0.89, -9.99999900e-01, 0.000411010084, -4.11044084e-04, 1.00000000e-09 
24, 0.90, -9.99999900e-01, 0.000420298155, -4.20332155e-04, 1.00000000e-09 
24, 0.91, -9.99999900e-01, 0.000429690002, -4.29724002e-04, 1.00000000e-09 
24, 0.92, -9.99999900e-01, 0.000439185627, -4.39219627e-04, 1.00000000e-09 
24, 0.93, -9.99999900e-01, 0.000448785030, -4.48819030e-04, 1.00000000e-09 
24, 0.94, -9.99999900e-01, 0.000458488209, -4.58522209e-04, 1.00000000e-09 
24, 0.95, -9.99999900e-01, 0.000468295166, -4.68329166e-04, 1.00000000e-09 
24, 0.96, -9.99999900e-01, 0.000478205901, -4.78239901e-04, 1.00000000e-09 
24, 0.97, -9.99999900e-01, 0.000488220412, -4.88254412e-04, 1.00000000e-09 
24, 0.98, -9.99999900e-01, 0.000498338701, -4.98372701e-04, 1.00000000e-09 
24, 0.99, -9.99999900e-01, 0.000508560767, -5.08594767e-04, 1.00000000e-09 
24, 1.00, -9.99999900e-01, 0.000518886611, -5.18920611e-04, 1.00000000e-09 
